user_id,clinic_id,role,event_name,timestamp
U00007,C004,admin,consult_created,2025-12-25 14:49:10.556643+00:00
U00007,C004,admin,consult_completed,2025-12-25 15:41:10.556643+00:00
U00007,C004,admin,note_finalized,2025-12-25 16:03:10.556643+00:00
U00008,C032,clinician,signup_completed,2026-01-06 01:49:10.556643+00:00
U00008,C032,clinician,email_verified,2026-01-06 01:55:10.556643+00:00
U00008,C032,clinician,workspace_created,2026-01-06 02:30:10.556643+00:00
U00008,C032,clinician,consult_created,2026-01-07 09:49:10.556643+00:00
U00008,C032,clinician,consult_completed,2026-01-07 10:04:10.556643+00:00
U00008,C032,clinician,note_finalized,2026-01-07 10:55:10.556643+00:00
U00009,C028,admin,signup_completed,2025-12-29 23:49:10.556643+00:00
U00009,C028,admin,email_verified,2025-12-30 00:12:10.556643+00:00
U00009,C028,admin,workspace_created,2025-12-30 00:47:10.556643+00:00
U00009,C028,admin,consult_created,2025-12-30 09:49:10.556643+00:00
U00009,C028,admin,consult_completed,2025-12-30 10:04:10.556643+00:00
U00009,C028,admin,note_finalized,2025-12-30 10:33:10.556643+00:00
U00009,C028,admin,ehr_sync_connected,2025-12-31 00:49:10.556643+00:00
U00010,C017,admin,signup_completed,2026-01-12 06:49:10.556643+00:00
U00010,C017,admin,email_verified,2026-01-12 07:04:10.556643+00:00
U00010,C017,admin,workspace_created,2026-01-12 08:07:10.556643+00:00
U00010,C017,admin,consult_created,2026-01-13 19:49:10.556643+00:00
U00010,C017,admin,consult_completed,2026-01-13 20:19:10.556643+00:00
U00011,C040,clinician,signup_completed,2025-12-28 13:49:10.556643+00:00
U00011,C040,clinician,email_verified,2025-12-28 14:16:10.556643+00:00
U00011,C040,clinician,workspace_created,2025-12-28 15:10:10.556643+00:00
U00011,C040,clinician,consult_created,2025-12-29 15:49:10.556643+00:00
U00011,C040,clinician,consult_completed,2025-12-29 16:24:10.556643+00:00
U00011,C040,clinician,note_finalized,2025-12-29 17:25:10.556643+00:00
U00012,C014,admin,signup_completed,2026-01-07 07:49:10.556643+00:00
U00012,C014,admin,email_verified,2026-01-07 08:01:10.556643+00:00
U00012,C014,admin,workspace_created,2026-01-07 09:15:10.556643+00:00
U00012,C014,admin,template_selected,2026-01-07 12:49:10.556643+00:00
U00013,C040,clinician,signup_completed,2026-01-10 04:49:10.556643+00:00
U00013,C040,clinician,email_verified,2026-01-10 05:10:10.556643+00:00
U00013,C040,clinician,workspace_created,2026-01-10 05:47:10.556643+00:00
U00013,C040,clinician,consult_created,2026-01-10 21:49:10.556643+00:00
U00013,C040,clinician,consult_completed,2026-01-10 22:21:10.556643+00:00
U00013,C040,clinician,note_finalized,2026-01-10 23:04:10.556643+00:00
U00013,C040,clinician,followup_due,2026-01-20 04:49:10.556643+00:00
U00014,C031,admin,signup_completed,2026-01-10 06:49:10.556643+00:00
U00014,C031,admin,email_verified,2026-01-10 06:54:10.556643+00:00
U00014,C031,admin,workspace_created,2026-01-10 07:42:10.556643+00:00
U00014,C031,admin,consult_created,2026-01-11 13:49:10.556643+00:00
U00014,C031,admin,note_finalized,2026-01-11 14:06:10.556643+00:00
U00014,C031,admin,consult_completed,2026-01-11 14:43:10.556643+00:00
U00014,C031,admin,followup_due,2026-01-21 06:49:10.556643+00:00
U00014,C031,admin,followup_booked,2026-01-29 06:49:10.556643+00:00
U00015,C034,admin,signup_completed,2026-01-09 12:49:10.556643+00:00
U00015,C034,admin,email_verified,2026-01-09 13:18:10.556643+00:00
U00015,C034,admin,workspace_created,2026-01-09 13:32:10.556643+00:00
U00015,C034,admin,consult_created,2026-01-09 23:49:10.556643+00:00
U00015,C034,admin,consult_completed,2026-01-10 00:21:10.556643+00:00
U00015,C034,admin,note_finalized,2026-01-10 01:12:10.556643+00:00
U00016,C041,clinician,signup_completed,2025-12-24 04:49:10.556643+00:00
U00016,C041,clinician,email_verified,2025-12-24 05:16:10.556643+00:00
U00016,C041,clinician,workspace_created,2025-12-24 05:29:10.556643+00:00
U00016,C041,clinician,consult_created,2025-12-24 19:49:10.556643+00:00
U00016,C041,clinician,consult_completed,2025-12-24 20:11:10.556643+00:00
U00016,C041,clinician,note_finalized,2025-12-24 20:49:10.556643+00:00
U00017,C018,admin,signup_completed,2026-01-04 04:49:10.556643+00:00
U00017,C018,admin,email_verified,2026-01-04 05:13:10.556643+00:00
U00017,C018,admin,workspace_created,2026-01-04 06:16:10.556643+00:00
U00017,C018,admin,consult_created,2026-01-05 09:49:10.556643+00:00
U00017,C018,admin,consult_completed,2026-01-05 10:45:10.556643+00:00
U00018,C015,clinician,signup_completed,2026-01-04 19:49:10.556643+00:00
U00018,C015,clinician,email_verified,2026-01-04 19:57:10.556643+00:00
U00018,C015,clinician,workspace_created,2026-01-04 20:42:10.556643+00:00
U00018,C015,clinician,consult_created,2026-01-06 11:49:10.556643+00:00
U00018,C015,clinician,consult_completed,2026-01-06 12:38:10.556643+00:00
U00018,C015,clinician,note_finalized,2026-01-06 13:05:10.556643+00:00
U00019,C042,clinician,signup_completed,2026-01-08 22:49:10.556643+00:00
U00019,C042,clinician,email_verified,2026-01-08 23:16:10.556643+00:00
U00019,C042,clinician,workspace_created,2026-01-08 23:24:10.556643+00:00
U00019,C042,clinician,consult_created,2026-01-09 10:49:10.556643+00:00
U00019,C042,clinician,consult_completed,2026-01-09 11:26:10.556643+00:00
U00019,C042,clinician,note_finalized,2026-01-09 11:46:10.556643+00:00
U00019,C042,clinician,followup_due,2026-01-17 22:49:10.556643+00:00
U00019,C042,clinician,followup_booked,2026-01-18 22:49:10.556643+00:00
U00020,C011,clinician,signup_completed,2026-01-12 06:49:10.556643+00:00
U00020,C011,clinician,email_verified,2026-01-12 07:09:10.556643+00:00
U00020,C011,clinician,workspace_created,2026-01-12 07:58:10.556643+00:00
U00020,C011,clinician,consult_created,2026-01-12 16:49:10.556643+00:00
U00020,C011,clinician,consult_completed,2026-01-12 17:38:10.556643+00:00
U00020,C011,clinician,note_finalized,2026-01-12 18:04:10.556643+00:00
U00021,C036,clinician,signup_completed,2026-01-12 10:49:10.556643+00:00
U00021,C036,clinician,workspace_created,2026-01-12 11:12:10.556643+00:00
U00021,C036,clinician,email_verified,2026-01-12 11:16:10.556643+00:00
U00021,C036,clinician,consult_created,2026-01-12 19:49:10.556643+00:00
U00021,C036,clinician,consult_completed,2026-01-12 20:26:10.556643+00:00
U00021,C036,clinician,followup_due,2026-01-18 10:49:10.556643+00:00
U00021,C036,clinician,followup_booked,2026-01-21 10:49:10.556643+00:00
U00022,C016,admin,signup_completed,2026-01-03 17:49:10.556643+00:00
U00022,C016,admin,email_verified,2026-01-03 18:04:10.556643+00:00
U00022,C016,admin,workspace_created,2026-01-03 18:15:10.556643+00:00
U00023,C034,admin,signup_completed,2025-12-27 06:49:10.556643+00:00
U00023,C034,admin,email_verified,2025-12-27 07:08:10.556643+00:00
U00023,C034,admin,workspace_created,2025-12-27 07:18:10.556643+00:00
U00023,C034,admin,consult_created,2025-12-27 08:49:10.556643+00:00
U00023,C034,admin,consult_completed,2025-12-27 09:27:10.556643+00:00
U00023,C034,admin,note_finalized,2025-12-27 10:21:10.556643+00:00
U00023,C034,admin,followup_due,2026-01-01 06:49:10.556643+00:00
U00023,C034,admin,followup_booked,2026-01-08 06:49:10.556643+00:00
U00024,C008,clinician,signup_completed,2026-01-01 13:49:10.556643+00:00
U00024,C008,clinician,email_verified,2026-01-01 14:07:10.556643+00:00
U00024,C008,clinician,workspace_created,2026-01-01 15:06:10.556643+00:00
U00024,C008,clinician,consult_created,2026-01-01 20:49:10.556643+00:00
U00024,C008,clinician,note_finalized,2026-01-01 21:28:10.556643+00:00
U00024,C008,clinician,consult_completed,2026-01-01 21:34:10.556643+00:00
U00025,C033,admin,signup_completed,2025-12-26 10:49:10.556643+00:00
U00025,C033,admin,workspace_created,2025-12-26 11:07:10.556643+00:00
U00025,C033,admin,email_verified,2025-12-26 11:15:10.556643+00:00
U00025,C033,admin,consult_created,2025-12-28 02:49:10.556643+00:00
U00025,C033,admin,note_finalized,2025-12-28 03:29:10.556643+00:00
U00025,C033,admin,consult_completed,2025-12-28 03:31:10.556643+00:00
U00026,C035,admin,signup_completed,2025-12-27 03:49:10.556643+00:00
U00026,C035,admin,email_verified,2025-12-27 04:13:10.556643+00:00
U00026,C035,admin,workspace_created,2025-12-27 05:05:10.556643+00:00
U00026,C035,admin,consult_created,2025-12-27 20:49:10.556643+00:00
U00026,C035,admin,consult_completed,2025-12-27 21:34:10.556643+00:00
U00026,C035,admin,followup_due,2026-01-06 03:49:10.556643+00:00
U00026,C035,admin,followup_booked,2026-01-07 03:49:10.556643+00:00
U00027,C021,clinician,signup_completed,2026-01-04 21:49:10.556643+00:00
U00027,C021,clinician,email_verified,2026-01-04 21:53:10.556643+00:00
U00027,C021,clinician,workspace_created,2026-01-04 22:26:10.556643+00:00
U00027,C021,clinician,consult_created,2026-01-05 05:49:10.556643+00:00
U00027,C021,clinician,consult_completed,2026-01-05 06:48:10.556643+00:00
U00027,C021,clinician,note_finalized,2026-01-05 07:35:10.556643+00:00
U00028,C017,clinician,signup_completed,2025-12-29 03:49:10.556643+00:00
U00028,C017,clinician,workspace_created,2025-12-29 04:11:10.556643+00:00
U00028,C017,clinician,email_verified,2025-12-29 04:14:10.556643+00:00
U00028,C017,clinician,consult_created,2025-12-30 11:49:10.556643+00:00
U00028,C017,clinician,consult_completed,2025-12-30 12:09:10.556643+00:00
U00028,C017,clinician,ehr_sync_connected,2025-12-31 12:49:10.556643+00:00
U00029,C033,admin,signup_completed,2026-01-01 21:49:10.556643+00:00
U00029,C033,admin,email_verified,2026-01-01 21:57:10.556643+00:00
U00029,C033,admin,workspace_created,2026-01-01 22:44:10.556643+00:00
U00029,C033,admin,consult_created,2026-01-02 21:49:10.556643+00:00
U00029,C033,admin,consult_completed,2026-01-02 22:00:10.556643+00:00
U00029,C033,admin,note_finalized,2026-01-02 23:02:10.556643+00:00
U00029,C033,admin,ehr_sync_connected,2026-01-03 17:49:10.556643+00:00
U00030,C034,admin,signup_completed,2025-12-27 08:49:10.556643+00:00
U00030,C034,admin,email_verified,2025-12-27 08:54:10.556643+00:00
U00030,C034,admin,workspace_created,2025-12-27 09:28:10.556643+00:00
U00030,C034,admin,consult_created,2025-12-27 15:49:10.556643+00:00
U00030,C034,admin,consult_completed,2025-12-27 16:04:10.556643+00:00
U00030,C034,admin,note_finalized,2025-12-27 16:09:10.556643+00:00
U00031,C009,admin,signup_completed,2026-01-03 22:49:10.556643+00:00
U00031,C009,admin,email_verified,2026-01-03 22:55:10.556643+00:00
U00031,C009,admin,workspace_created,2026-01-04 00:07:10.556643+00:00
U00031,C009,admin,consult_created,2026-01-05 11:49:10.556643+00:00
U00031,C009,admin,note_finalized,2026-01-05 12:15:10.556643+00:00
U00031,C009,admin,consult_completed,2026-01-05 12:30:10.556643+00:00
U00032,C012,admin,signup_completed,2026-01-10 02:49:10.556643+00:00
U00032,C012,admin,email_verified,2026-01-10 02:51:10.556643+00:00
U00032,C012,admin,workspace_created,2026-01-10 03:10:10.556643+00:00
U00032,C012,admin,consult_created,2026-01-10 08:49:10.556643+00:00
U00032,C012,admin,consult_completed,2026-01-10 09:37:10.556643+00:00
U00032,C012,admin,followup_due,2026-01-14 02:49:10.556643+00:00
U00032,C012,admin,followup_booked,2026-01-19 02:49:10.556643+00:00
U00033,C027,admin,signup_completed,2025-12-24 06:49:10.556643+00:00
U00033,C027,admin,email_verified,2025-12-24 06:52:10.556643+00:00
U00033,C027,admin,workspace_created,2025-12-24 08:06:10.556643+00:00
U00033,C027,admin,consult_created,2025-12-24 14:49:10.556643+00:00
U00033,C027,admin,consult_completed,2025-12-24 15:09:10.556643+00:00
U00033,C027,admin,note_finalized,2025-12-24 15:27:10.556643+00:00
U00033,C027,admin,followup_due,2025-12-31 06:49:10.556643+00:00
U00033,C027,admin,followup_booked,2026-01-08 06:49:10.556643+00:00
U00034,C019,admin,signup_completed,2025-12-26 13:49:10.556643+00:00
U00034,C019,admin,email_verified,2025-12-26 13:56:10.556643+00:00
U00034,C019,admin,workspace_created,2025-12-26 14:33:10.556643+00:00
U00034,C019,admin,consult_created,2025-12-26 15:49:10.556643+00:00
U00034,C019,admin,note_finalized,2025-12-26 16:06:10.556643+00:00
U00034,C019,admin,consult_completed,2025-12-26 16:15:10.556643+00:00
U00035,C013,admin,signup_completed,2026-01-04 20:49:10.556643+00:00
U00035,C013,admin,email_verified,2026-01-04 20:54:10.556643+00:00
U00035,C013,admin,workspace_created,2026-01-04 21:54:10.556643+00:00
U00035,C013,admin,consult_created,2026-01-06 07:49:10.556643+00:00
U00035,C013,admin,consult_completed,2026-01-06 08:24:10.556643+00:00
U00036,C015,admin,signup_completed,2026-01-05 12:49:10.556643+00:00
U00036,C015,admin,email_verified,2026-01-05 13:14:10.556643+00:00
U00036,C015,admin,workspace_created,2026-01-05 13:16:10.556643+00:00
U00036,C015,admin,consult_created,2026-01-06 11:49:10.556643+00:00
U00036,C015,admin,consult_completed,2026-01-06 12:02:10.556643+00:00
U00036,C015,admin,note_finalized,2026-01-06 12:05:10.556643+00:00
U00036,C015,admin,ehr_sync_connected,2026-01-07 14:49:10.556643+00:00
U00036,C015,admin,followup_due,2026-01-12 12:49:10.556643+00:00
U00036,C015,admin,followup_booked,2026-01-12 12:49:10.556643+00:00
U00037,C033,admin,signup_completed,2025-12-24 03:49:10.556643+00:00
U00037,C033,admin,email_verified,2025-12-24 04:13:10.556643+00:00
U00037,C033,admin,workspace_created,2025-12-24 04:36:10.556643+00:00
U00037,C033,admin,template_selected,2025-12-24 12:49:10.556643+00:00
U00038,C022,admin,signup_completed,2026-01-05 09:49:10.556643+00:00
U00038,C022,admin,email_verified,2026-01-05 10:19:10.556643+00:00
U00038,C022,admin,workspace_created,2026-01-05 10:38:10.556643+00:00
U00038,C022,admin,consult_created,2026-01-05 21:49:10.556643+00:00
U00038,C022,admin,consult_completed,2026-01-05 21:59:10.556643+00:00
U00038,C022,admin,note_finalized,2026-01-05 22:14:10.556643+00:00
U00039,C013,clinician,signup_completed,2025-12-27 10:49:10.556643+00:00
U00039,C013,clinician,email_verified,2025-12-27 10:53:10.556643+00:00
U00039,C013,clinician,workspace_created,2025-12-27 11:32:10.556643+00:00
U00039,C013,clinician,consult_created,2025-12-27 20:49:10.556643+00:00
U00039,C013,clinician,consult_completed,2025-12-27 21:24:10.556643+00:00
U00039,C013,clinician,note_finalized,2025-12-27 21:54:10.556643+00:00
U00039,C013,clinician,followup_due,2026-01-03 10:49:10.556643+00:00
U00039,C013,clinician,followup_booked,2026-01-04 10:49:10.556643+00:00
U00040,C034,clinician,signup_completed,2025-12-23 22:49:10.556643+00:00
U00040,C034,clinician,email_verified,2025-12-23 23:15:10.556643+00:00
U00040,C034,clinician,workspace_created,2025-12-23 23:40:10.556643+00:00
U00040,C034,clinician,consult_created,2025-12-25 06:49:10.556643+00:00
U00040,C034,clinician,consult_completed,2025-12-25 07:08:10.556643+00:00
U00040,C034,clinician,note_finalized,2025-12-25 08:23:10.556643+00:00
U00040,C034,clinician,ehr_sync_connected,2025-12-26 17:49:10.556643+00:00
U00041,C041,admin,signup_completed,2025-12-27 06:49:10.556643+00:00
U00041,C041,admin,email_verified,2025-12-27 07:07:10.556643+00:00
U00041,C041,admin,workspace_created,2025-12-27 08:03:10.556643+00:00
U00041,C041,admin,consult_created,2025-12-27 08:49:10.556643+00:00
U00041,C041,admin,consult_completed,2025-12-27 09:42:10.556643+00:00
U00041,C041,admin,note_finalized,2025-12-27 10:35:10.556643+00:00
U00042,C015,clinician,signup_completed,2026-01-12 09:49:10.556643+00:00
U00042,C015,clinician,email_verified,2026-01-12 09:55:10.556643+00:00
U00042,C015,clinician,workspace_created,2026-01-12 10:45:10.556643+00:00
U00042,C015,clinician,consult_created,2026-01-13 10:49:10.556643+00:00
U00042,C015,clinician,consult_completed,2026-01-13 11:27:10.556643+00:00
U00042,C015,clinician,note_finalized,2026-01-13 12:24:10.556643+00:00
U00042,C015,clinician,followup_due,2026-01-23 09:49:10.556643+00:00
U00042,C015,clinician,followup_booked,2026-01-30 09:49:10.556643+00:00
U00043,C030,clinician,signup_completed,2025-12-26 17:49:10.556643+00:00
U00043,C030,clinician,email_verified,2025-12-26 17:53:10.556643+00:00
U00043,C030,clinician,workspace_created,2025-12-26 19:06:10.556643+00:00
U00043,C030,clinician,ehr_sync_connected,2025-12-28 04:49:10.556643+00:00
U00044,C016,clinician,signup_completed,2026-01-04 11:49:10.556643+00:00
U00044,C016,clinician,email_verified,2026-01-04 12:11:10.556643+00:00
U00044,C016,clinician,workspace_created,2026-01-04 12:57:10.556643+00:00
U00044,C016,clinician,consult_created,2026-01-05 12:49:10.556643+00:00
U00044,C016,clinician,consult_completed,2026-01-05 13:03:10.556643+00:00
U00044,C016,clinician,note_finalized,2026-01-05 14:31:10.556643+00:00
U00044,C016,clinician,ehr_sync_connected,2026-01-05 14:49:10.556643+00:00
U00045,C005,clinician,signup_completed,2026-01-02 02:49:10.556643+00:00
U00045,C005,clinician,email_verified,2026-01-02 03:11:10.556643+00:00
U00045,C005,clinician,workspace_created,2026-01-02 03:37:10.556643+00:00
U00045,C005,clinician,consult_created,2026-01-02 11:49:10.556643+00:00
U00045,C005,clinician,consult_completed,2026-01-02 11:59:10.556643+00:00
U00045,C005,clinician,note_finalized,2026-01-02 13:06:10.556643+00:00
U00046,C045,clinician,signup_completed,2025-12-28 01:49:10.556643+00:00
U00046,C045,clinician,email_verified,2025-12-28 02:13:10.556643+00:00
U00046,C045,clinician,workspace_created,2025-12-28 03:05:10.556643+00:00
U00046,C045,clinician,consult_created,2025-12-29 07:49:10.556643+00:00
U00046,C045,clinician,consult_completed,2025-12-29 08:28:10.556643+00:00
U00046,C045,clinician,note_finalized,2025-12-29 09:14:10.556643+00:00
U00046,C045,clinician,ehr_sync_connected,2025-12-30 13:49:10.556643+00:00
U00046,C045,clinician,followup_due,2026-01-01 01:49:10.556643+00:00
U00047,C005,admin,signup_completed,2026-01-03 22:49:10.556643+00:00
U00047,C005,admin,email_verified,2026-01-03 22:57:10.556643+00:00
U00047,C005,admin,workspace_created,2026-01-03 23:25:10.556643+00:00
U00047,C005,admin,template_selected,2026-01-04 15:49:10.556643+00:00
U00048,C039,admin,signup_completed,2026-01-08 12:49:10.556643+00:00
U00048,C039,admin,email_verified,2026-01-08 13:02:10.556643+00:00
U00048,C039,admin,workspace_created,2026-01-08 13:28:10.556643+00:00
U00048,C039,admin,consult_created,2026-01-09 20:49:10.556643+00:00
U00048,C039,admin,note_finalized,2026-01-09 21:04:10.556643+00:00
U00048,C039,admin,consult_completed,2026-01-09 21:24:10.556643+00:00
U00049,C026,admin,signup_completed,2026-01-07 21:49:10.556643+00:00
U00049,C026,admin,email_verified,2026-01-07 22:02:10.556643+00:00
U00049,C026,admin,workspace_created,2026-01-07 22:47:10.556643+00:00
U00049,C026,admin,consult_created,2026-01-08 19:49:10.556643+00:00
U00049,C026,admin,consult_completed,2026-01-08 19:59:10.556643+00:00
U00049,C026,admin,note_finalized,2026-01-08 20:47:10.556643+00:00
U00049,C026,admin,ehr_sync_connected,2026-01-09 00:49:10.556643+00:00
U00050,C001,admin,signup_completed,2026-01-03 23:49:10.556643+00:00
U00050,C001,admin,email_verified,2026-01-03 23:53:10.556643+00:00
U00050,C001,admin,workspace_created,2026-01-04 00:49:10.556643+00:00
U00050,C001,admin,consult_created,2026-01-05 13:49:10.556643+00:00
U00050,C001,admin,consult_completed,2026-01-05 14:03:10.556643+00:00
U00050,C001,admin,note_finalized,2026-01-05 14:58:10.556643+00:00
U00051,C018,clinician,signup_completed,2026-01-10 13:49:10.556643+00:00
U00051,C018,clinician,email_verified,2026-01-10 14:00:10.556643+00:00
U00051,C018,clinician,workspace_created,2026-01-10 14:18:10.556643+00:00
U00051,C018,clinician,consult_created,2026-01-11 07:49:10.556643+00:00
U00051,C018,clinician,consult_completed,2026-01-11 08:26:10.556643+00:00
U00051,C018,clinician,note_finalized,2026-01-11 08:28:10.556643+00:00
U00052,C028,clinician,signup_completed,2025-12-30 17:49:10.556643+00:00
U00052,C028,clinician,email_verified,2025-12-30 18:08:10.556643+00:00
U00052,C028,clinician,workspace_created,2025-12-30 18:25:10.556643+00:00
U00052,C028,clinician,consult_created,2025-12-30 21:49:10.556643+00:00
U00052,C028,clinician,consult_completed,2025-12-30 22:45:10.556643+00:00
U00052,C028,clinician,note_finalized,2025-12-30 23:22:10.556643+00:00
U00053,C019,admin,signup_completed,2026-01-10 17:49:10.556643+00:00
U00053,C019,admin,email_verified,2026-01-10 17:55:10.556643+00:00
U00053,C019,admin,workspace_created,2026-01-10 18:20:10.556643+00:00
U00053,C019,admin,consult_created,2026-01-11 15:49:10.556643+00:00
U00053,C019,admin,consult_completed,2026-01-11 16:17:10.556643+00:00
U00053,C019,admin,note_finalized,2026-01-11 17:38:10.556643+00:00
U00054,C026,clinician,signup_completed,2026-01-02 19:49:10.556643+00:00
U00054,C026,clinician,email_verified,2026-01-02 20:08:10.556643+00:00
U00054,C026,clinician,workspace_created,2026-01-02 20:49:10.556643+00:00
U00054,C026,clinician,consult_created,2026-01-03 06:49:10.556643+00:00
U00054,C026,clinician,consult_completed,2026-01-03 07:03:10.556643+00:00
U00054,C026,clinician,note_finalized,2026-01-03 08:47:10.556643+00:00
U00055,C022,admin,signup_completed,2025-12-30 06:49:10.556643+00:00
U00055,C022,admin,email_verified,2025-12-30 07:08:10.556643+00:00
U00055,C022,admin,workspace_created,2025-12-30 07:23:10.556643+00:00
U00055,C022,admin,consult_created,2025-12-30 18:49:10.556643+00:00
U00055,C022,admin,consult_completed,2025-12-30 19:20:10.556643+00:00
U00055,C022,admin,note_finalized,2025-12-30 19:44:10.556643+00:00
U00055,C022,admin,followup_due,2026-01-06 06:49:10.556643+00:00
U00056,C002,admin,signup_completed,2025-12-30 21:49:10.556643+00:00
U00056,C002,admin,email_verified,2025-12-30 22:14:10.556643+00:00
U00056,C002,admin,workspace_created,2025-12-30 23:06:10.556643+00:00
U00056,C002,admin,consult_created,2025-12-31 15:49:10.556643+00:00
U00056,C002,admin,consult_completed,2025-12-31 16:20:10.556643+00:00
U00056,C002,admin,note_finalized,2025-12-31 17:07:10.556643+00:00
U00057,C009,clinician,signup_completed,2026-01-10 02:49:10.556643+00:00
U00057,C009,clinician,email_verified,2026-01-10 03:19:10.556643+00:00
U00057,C009,clinician,workspace_created,2026-01-10 03:30:10.556643+00:00
U00057,C009,clinician,consult_created,2026-01-11 07:49:10.556643+00:00
U00057,C009,clinician,consult_completed,2026-01-11 08:26:10.556643+00:00
U00058,C002,clinician,signup_completed,2026-01-10 21:49:10.556643+00:00
U00058,C002,clinician,email_verified,2026-01-10 22:13:10.556643+00:00
U00058,C002,clinician,workspace_created,2026-01-10 22:59:10.556643+00:00
U00058,C002,clinician,consult_created,2026-01-12 05:49:10.556643+00:00
U00058,C002,clinician,consult_completed,2026-01-12 05:59:10.556643+00:00
U00058,C002,clinician,note_finalized,2026-01-12 07:49:10.556643+00:00
U00059,C029,clinician,signup_completed,2026-01-09 03:49:10.556643+00:00
U00059,C029,clinician,email_verified,2026-01-09 03:55:10.556643+00:00
U00059,C029,clinician,workspace_created,2026-01-09 04:18:10.556643+00:00
U00059,C029,clinician,consult_created,2026-01-09 10:49:10.556643+00:00
U00059,C029,clinician,ehr_sync_connected,2026-01-09 10:49:10.556643+00:00
U00059,C029,clinician,consult_completed,2026-01-09 11:45:10.556643+00:00
U00059,C029,clinician,note_finalized,2026-01-09 12:41:10.556643+00:00
U00060,C001,clinician,signup_completed,2026-01-04 16:49:10.556643+00:00
U00060,C001,clinician,email_verified,2026-01-04 16:52:10.556643+00:00
U00060,C001,clinician,workspace_created,2026-01-04 17:37:10.556643+00:00
U00060,C001,clinician,consult_created,2026-01-05 09:49:10.556643+00:00
U00060,C001,clinician,consult_completed,2026-01-05 10:32:10.556643+00:00
U00060,C001,clinician,note_finalized,2026-01-05 11:33:10.556643+00:00
U00060,C001,clinician,ehr_sync_connected,2026-01-06 08:49:10.556643+00:00
U00061,C034,clinician,signup_completed,2025-12-31 02:49:10.556643+00:00
U00061,C034,clinician,email_verified,2025-12-31 02:58:10.556643+00:00
U00061,C034,clinician,workspace_created,2025-12-31 04:15:10.556643+00:00
